Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL)
13477.0,3.7357,2.9850,0.0000
13478.0,3.7367,2.9853,0.0000
13479.0,3.7377,2.9855,0.0000
13480.0,3.7388,2.9858,0.0000
13481.0,3.7398,2.9861,0.0000
13482.0,3.7408,2.9864,0.0000
13483.0,3.7419,2.9866,0.0000
13484.0,3.7429,2.9869,0.0000
13485.0,3.7440,2.9872,0.0000
13486.0,3.7450,2.9875,0.0000
13487.0,3.7460,2.9878,0.0000
13488.0,3.7471,2.9880,0.0000
13489.0,3.7481,2.9883,0.0000
13490.0,3.7492,2.9886,0.0000
13491.0,3.7502,2.9889,0.0000
13492.0,3.7513,2.9891,0.0000
13493.0,3.7523,2.9894,0.0000
13494.0,3.7533,2.9897,0.0000
13495.0,3.7544,2.9900,0.0000
13496.0,3.7554,2.9903,0.0000
13497.0,3.7565,2.9905,0.0000
13498.0,3.7575,2.9908,0.0000
13499.0,3.7586,2.9911,0.0000
13500.0,3.7596,2.9914,0.0000
13501.0,3.7606,2.9917,0.0000
13502.0,3.7617,2.9919,0.0000
13503.0,3.7627,2.9922,0.0000
13504.0,3.7638,2.9925,0.0000
13505.0,3.7648,2.9928,0.0000
13506.0,3.7659,2.9931,0.0000
13507.0,3.7669,2.9933,0.0000
13508.0,3.7680,2.9936,0.0000
13509.0,3.7690,2.9939,0.0000
13510.0,3.7701,2.9942,0.0000
13511.0,3.7711,2.9945,0.0000
13512.0,3.7721,2.9947,0.0000
13513.0,3.7732,2.9950,0.0000
13514.0,3.7742,2.9953,0.0000
13515.0,3.7753,2.9956,0.0000
13516.0,3.7763,2.9959,0.0000
13517.0,3.7774,2.9962,0.0000
13518.0,3.7784,2.9964,0.0000
13519.0,3.7795,2.9967,0.0000
13520.0,3.7805,2.9970,0.0000
13521.0,3.7816,2.9973,0.0000
13522.0,3.7826,2.9976,0.0000
13523.0,3.7837,2.9979,0.0000
13524.0,3.7847,2.9982,0.0000
13525.0,3.7858,2.9984,0.0000
13526.0,3.7868,2.9987,0.0000
13527.0,3.7879,2.9990,0.0000
13528.0,3.7889,2.9993,0.0000
13529.0,3.7900,2.9996,0.0000
13530.0,3.7911,2.9999,0.0000
13531.0,3.7921,3.0002,0.0000
13532.0,3.7932,3.0004,0.0000
13533.0,3.7942,3.0007,0.0000
13534.0,3.7953,3.0010,0.0000
13535.0,3.7963,3.0013,0.0000
13536.0,3.7974,3.0016,0.0000
13537.0,3.7984,3.0019,0.0000
13538.0,3.7995,3.0022,0.0000
13539.0,3.8005,3.0025,0.0000
13540.0,3.8016,3.0028,0.0000
13541.0,3.8027,3.0030,0.0000
13542.0,3.8037,3.0033,0.0000
13543.0,3.8048,3.0036,0.0000
13544.0,3.8058,3.0039,0.0000
13545.0,3.8069,3.0042,0.0000
13546.0,3.8079,3.0045,0.0000
13547.0,3.8090,3.0048,0.0000
13548.0,3.8101,3.0051,0.0000
13549.0,3.8111,3.0054,0.0000
13550.0,3.8122,3.0057,0.0000
13551.0,3.8132,3.0059,0.0000
13552.0,3.8143,3.0062,0.0000
13553.0,3.8154,3.0065,0.0000
13554.0,3.8164,3.0068,0.0000
13555.0,3.8175,3.0071,0.0000
13556.0,3.8185,3.0074,0.0000
13557.0,3.8196,3.0077,0.0000
13558.0,3.8207,3.0080,0.0000
13559.0,3.8217,3.0083,0.0000
13560.0,3.8228,3.0086,0.0000
13561.0,3.8238,3.0089,0.0000
13562.0,3.8249,3.0092,0.0000
13563.0,3.8260,3.0095,0.0000
13564.0,3.8270,3.0098,0.0000
13565.0,3.8281,3.0101,0.0000
13566.0,3.8292,3.0104,0.0000
13567.0,3.8302,3.0106,0.0000
13568.0,3.8313,3.0109,0.0000
13569.0,3.8323,3.0112,0.0000
13570.0,3.8334,3.0115,0.0000
13571.0,3.8345,3.0118,0.0000
13572.0,3.8355,3.0121,0.0000
13573.0,3.8366,3.0124,0.0000
13574.0,3.8377,3.0127,0.0000
13575.0,3.8387,3.0130,0.0000
13576.0,3.8398,3.0133,0.0000
13577.0,3.8409,3.0136,0.0000
13578.0,3.8419,3.0139,0.0000
13579.0,3.8430,3.0142,0.0000
13580.0,3.8441,3.0145,0.0000
13581.0,3.8451,3.0148,0.0000
13582.0,3.8462,3.0151,0.0000
13583.0,3.8473,3.0154,0.0000
13584.0,3.8483,3.0157,0.0000
13585.0,3.8494,3.0160,0.0000
13586.0,3.8505,3.0163,0.0000
13587.0,3.8516,3.0166,0.0000
13588.0,3.8526,3.0169,0.0000
13589.0,3.8537,3.0172,0.0000
13590.0,3.8548,3.0175,0.0000
13591.0,3.8558,3.0178,0.0000
13592.0,3.8569,3.0181,0.0000
13593.0,3.8580,3.0184,0.0000
13594.0,3.8591,3.0187,0.0000
13595.0,3.8601,3.0190,0.0000
13596.0,3.8612,3.0193,0.0000
13597.0,3.8623,3.0196,0.0000
13598.0,3.8633,3.0199,0.0000
13599.0,3.8644,3.0202,0.0000
13600.0,3.8655,3.0205,0.0000
13601.0,3.8666,3.0208,0.0000
13602.0,3.8676,3.0211,0.0000
13603.0,3.8687,3.0214,0.0000
13604.0,3.8698,3.0217,0.0000
13605.0,3.8709,3.0220,0.0000
13606.0,3.8719,3.0223,0.0000
13607.0,3.8730,3.0227,0.0000
13608.0,3.8741,3.0230,0.0000
13609.0,3.8752,3.0233,0.0000
13610.0,3.8762,3.0236,0.0000
13611.0,3.8773,3.0239,0.0000
13612.0,3.8784,3.0242,0.0000
13613.0,3.8795,3.0245,0.0000
13614.0,3.8805,3.0248,0.0000
13615.0,3.8816,3.0251,0.0000
13616.0,3.8827,3.0254,0.0000
13617.0,3.8838,3.0257,0.0000
13618.0,3.8849,3.0260,0.0000
13619.0,3.8859,3.0263,0.0000
13620.0,3.8870,3.0266,0.0000
13621.0,3.8881,3.0269,0.0000
13622.0,3.8892,3.0272,0.0000
13623.0,3.8903,3.0276,0.0000
13624.0,3.8913,3.0279,0.0000
13625.0,3.8924,3.0282,0.0000
13626.0,3.8935,3.0285,0.0000
13627.0,3.8946,3.0288,0.0000
13628.0,3.8957,3.0291,0.0000
13629.0,3.8967,3.0294,0.0000
13630.0,3.8978,3.0297,0.0000
13631.0,3.8989,3.0300,0.0000
13632.0,3.9000,3.0303,0.0000
13633.0,3.9011,3.0307,0.0000
13634.0,3.9022,3.0310,0.0000
13635.0,3.9032,3.0313,0.0000
13636.0,3.9043,3.0316,0.0000
13637.0,3.9054,3.0319,0.0000
13638.0,3.9065,3.0322,0.0000
13639.0,3.9076,3.0325,0.0000
13640.0,3.9087,3.0328,0.0000
13641.0,3.9098,3.0331,0.0000
13642.0,3.9108,3.0335,0.0000
13643.0,3.9119,3.0338,0.0000
13644.0,3.9130,3.0341,0.0000
13645.0,3.9141,3.0344,0.0000
13646.0,3.9152,3.0347,0.0000
13647.0,3.9163,3.0350,0.0000
13648.0,3.9174,3.0353,0.0000
13649.0,3.9185,3.0357,0.0000
13650.0,3.9195,3.0360,0.0000
13651.0,3.9206,3.0363,0.0000
13652.0,3.9217,3.0366,0.0000
13653.0,3.9228,3.0369,0.0000
13654.0,3.9239,3.0372,0.0000
13655.0,3.9250,3.0375,0.0000
13656.0,3.9261,3.0379,0.0000
13657.0,3.9272,3.0382,0.0000
13658.0,3.9283,3.0385,0.0000
13659.0,3.9294,3.0388,0.0000
13660.0,3.9304,3.0391,0.0000
13661.0,3.9315,3.0394,0.0000
13662.0,3.9326,3.0398,0.0000
13663.0,3.9337,3.0401,0.0000
13664.0,3.9348,3.0404,0.0000
13665.0,3.9359,3.0407,0.0000
13666.0,3.9370,3.0410,0.0000
13667.0,3.9381,3.0414,0.0000
13668.0,3.9392,3.0417,0.0000
13669.0,3.9403,3.0420,0.0000
13670.0,3.9414,3.0423,0.0000
13671.0,3.9425,3.0426,0.0000
13672.0,3.9436,3.0430,0.0000
13673.0,3.9447,3.0433,0.0000
13674.0,3.9458,3.0436,0.0000
13675.0,3.9469,3.0439,0.0000
13676.0,3.9480,3.0442,0.0000
13677.0,3.9491,3.0446,0.0000
13678.0,3.9501,3.0449,0.0000
13679.0,3.9512,3.0452,0.0000
13680.0,3.9523,3.0455,0.0000
13681.0,3.9534,3.0458,0.0000
13682.0,3.9545,3.0462,0.0000
13683.0,3.9556,3.0465,0.0000
13684.0,3.9567,3.0468,0.0000
13685.0,3.9578,3.0471,0.0000
13686.0,3.9589,3.0475,0.0000
13687.0,3.9600,3.0478,0.0000
13688.0,3.9611,3.0481,0.0000
13689.0,3.9622,3.0484,0.0000
13690.0,3.9633,3.0488,0.0000
13691.0,3.9644,3.0491,0.0000
13692.0,3.9655,3.0494,0.0000
13693.0,3.9666,3.0497,0.0000
13694.0,3.9677,3.0501,0.0000
13695.0,3.9688,3.0504,0.0000
13696.0,3.9699,3.0507,0.0000
13697.0,3.9711,3.0510,0.0000
13698.0,3.9722,3.0514,0.0000
13699.0,3.9733,3.0517,0.0000
13700.0,3.9744,3.0520,0.0000
13701.0,3.9755,3.0523,0.0000
13702.0,3.9766,3.0527,0.0000
13703.0,3.9777,3.0530,0.0000
13704.0,3.9788,3.0533,0.0000
13705.0,3.9799,3.0536,0.0000
13706.0,3.9810,3.0540,0.0000
13707.0,3.9821,3.0543,0.0000
13708.0,3.9832,3.0546,0.0000
13709.0,3.9843,3.0550,0.0000
13710.0,3.9854,3.0553,0.0000
13711.0,3.9865,3.0556,0.0000
13712.0,3.9876,3.0559,0.0000
13713.0,3.9887,3.0563,0.0000
13714.0,3.9898,3.0566,0.0000
13715.0,3.9910,3.0569,0.0000
13716.0,3.9921,3.0573,0.0000
13717.0,3.9932,3.0576,0.0000
13718.0,3.9943,3.0579,0.0000
13719.0,3.9954,3.0583,0.0000
13720.0,3.9965,3.0586,0.0000
13721.0,3.9976,3.0589,0.0000
13722.0,3.9987,3.0592,0.0000
13723.0,3.9998,3.0596,0.0000
13724.0,4.0009,3.0599,0.0000
13725.0,4.0021,3.0602,0.0000
13726.0,4.0032,3.0606,0.0000
13727.0,4.0043,3.0609,0.0000
13728.0,4.0054,3.0612,0.0000
13729.0,4.0065,3.0616,0.0000
13730.0,4.0076,3.0619,0.0000
13731.0,4.0087,3.0622,0.0000
13732.0,4.0098,3.0626,0.0000
13733.0,4.0110,3.0629,0.0000
13734.0,4.0121,3.0632,0.0000
13735.0,4.0132,3.0636,0.0000
13736.0,4.0143,3.0639,0.0000
13737.0,4.0154,3.0642,0.0000
13738.0,4.0165,3.0646,0.0000
13739.0,4.0176,3.0649,0.0000
13740.0,4.0188,3.0653,0.0000
13741.0,4.0199,3.0656,0.0000
13742.0,4.0210,3.0659,0.0000
13743.0,4.0221,3.0663,0.0000
13744.0,4.0232,3.0666,0.0000
13745.0,4.0243,3.0669,0.0000
13746.0,4.0255,3.0673,0.0000
13747.0,4.0266,3.0676,0.0000
13748.0,4.0277,3.0680,0.0000
13749.0,4.0288,3.0683,0.0000
13750.0,4.0299,3.0686,0.0000
13751.0,4.0311,3.0690,0.0000
13752.0,4.0322,3.0693,0.0000
13753.0,4.0333,3.0696,0.0000
13754.0,4.0344,3.0700,0.0000
13755.0,4.0355,3.0703,0.0000
13756.0,4.0367,3.0707,0.0000
13757.0,4.0378,3.0710,0.0000
13758.0,4.0389,3.0713,0.0000
13759.0,4.0400,3.0717,0.0000
13760.0,4.0412,3.0720,0.0000
13761.0,4.0423,3.0724,0.0000
13762.0,4.0434,3.0727,0.0000
13763.0,4.0445,3.0730,0.0000
13764.0,4.0456,3.0734,0.0000
13765.0,4.0468,3.0737,0.0000
13766.0,4.0479,3.0741,0.0000
13767.0,4.0490,3.0744,0.0000
13768.0,4.0501,3.0748,0.0000
13769.0,4.0513,3.0751,0.0000
13770.0,4.0524,3.0754,0.0000
13771.0,4.0535,3.0758,0.0000
13772.0,4.0546,3.0761,0.0000
13773.0,4.0558,3.0765,0.0000
13774.0,4.0569,3.0768,0.0000
13775.0,4.0580,3.0772,0.0000
13776.0,4.0592,3.0775,0.0000
13777.0,4.0603,3.0779,0.0000
13778.0,4.0614,3.0782,0.0000
13779.0,4.0625,3.0785,0.0000
13780.0,4.0637,3.0789,0.0000
13781.0,4.0648,3.0792,0.0000
13782.0,4.0659,3.0796,0.0000
13783.0,4.0671,3.0799,0.0000
13784.0,4.0682,3.0803,0.0000
13785.0,4.0693,3.0806,0.0000
13786.0,4.0704,3.0810,0.0000
13787.0,4.0716,3.0813,0.0000
13788.0,4.0727,3.0817,0.0000
13789.0,4.0738,3.0820,0.0000
13790.0,4.0750,3.0824,0.0000
13791.0,4.0761,3.0827,0.0000
13792.0,4.0772,3.0830,0.0000
13793.0,4.0784,3.0834,0.0000
13794.0,4.0795,3.0837,0.0000
13795.0,4.0806,3.0841,0.0000
13796.0,4.0818,3.0844,0.0000
13797.0,4.0829,3.0848,0.0000
13798.0,4.0840,3.0851,0.0000
13799.0,4.0852,3.0855,0.0000
13800.0,4.0863,3.0858,0.0000
13801.0,4.0874,3.0862,0.0000
13802.0,4.0886,3.0865,0.0000
13803.0,4.0897,3.0869,0.0000
13804.0,4.0908,3.0872,0.0000
13805.0,4.0920,3.0876,0.0000
13806.0,4.0931,3.0879,0.0000
13807.0,4.0943,3.0883,0.0000
13808.0,4.0954,3.0887,0.0000
13809.0,4.0965,3.0890,0.0000
13810.0,4.0977,3.0894,0.0000
13811.0,4.0988,3.0897,0.0000
13812.0,4.0999,3.0901,0.0000
13813.0,4.1011,3.0904,0.0000
13814.0,4.1022,3.0908,0.0000
13815.0,4.1034,3.0911,0.0000
13816.0,4.1045,3.0915,0.0000
13817.0,4.1056,3.0918,0.0000
13818.0,4.1068,3.0922,0.0000
13819.0,4.1079,3.0925,0.0000
13820.0,4.1091,3.0929,0.0000
13821.0,4.1102,3.0933,0.0000
13822.0,4.1113,3.0936,0.0000
13823.0,4.1125,3.0940,0.0000
13824.0,4.1136,3.0943,0.0000
13825.0,4.1148,3.0947,0.0000
13826.0,4.1159,3.0950,0.0000
13827.0,4.1171,3.0954,0.0000
13828.0,4.1182,3.0957,0.0000
13829.0,4.1193,3.0961,0.0000
13830.0,4.1205,3.0965,0.0000
13831.0,4.1216,3.0968,0.0000
13832.0,4.1228,3.0972,0.0000
13833.0,4.1239,3.0975,0.0000
13834.0,4.1251,3.0979,0.0000
13835.0,4.1262,3.0982,0.0000
13836.0,4.1274,3.0986,0.0000
13837.0,4.1285,3.0990,0.0000
13838.0,4.1297,3.0993,0.0000
13839.0,4.1308,3.0997,0.0000
13840.0,4.1320,3.1000,0.0000
13841.0,4.1331,3.1004,0.0000
13842.0,4.1343,3.1008,0.0000
13843.0,4.1354,3.1011,0.0000
13844.0,4.1365,3.1015,0.0000
13845.0,4.1377,3.1018,0.0000
13846.0,4.1388,3.1022,0.0000
13847.0,4.1400,3.1026,0.0000
13848.0,4.1411,3.1029,0.0000
13849.0,4.1423,3.1033,0.0000
13850.0,4.1434,3.1037,0.0000
13851.0,4.1446,3.1040,0.0000
13852.0,4.1458,3.1044,0.0000
13853.0,4.1469,3.1047,0.0000
13854.0,4.1481,3.1051,0.0000
13855.0,4.1492,3.1055,0.0000
13856.0,4.1504,3.1058,0.0000
13857.0,4.1515,3.1062,0.0000
13858.0,4.1527,3.1066,0.0000
13859.0,4.1538,3.1069,0.0000
13860.0,4.1550,3.1073,0.0000
13861.0,4.1561,3.1077,0.0000
13862.0,4.1573,3.1080,0.0000
13863.0,4.1584,3.1084,0.0000
13864.0,4.1596,3.1087,0.0000
13865.0,4.1607,3.1091,0.0000
13866.0,4.1619,3.1095,0.0000
13867.0,4.1631,3.1098,0.0000
13868.0,4.1642,3.1102,0.0000
13869.0,4.1654,3.1106,0.0000
13870.0,4.1665,3.1109,0.0000
13871.0,4.1677,3.1113,0.0000
13872.0,4.1688,3.1117,0.0000
13873.0,4.1700,3.1120,0.0000
13874.0,4.1712,3.1124,0.0000
13875.0,4.1723,3.1128,0.0000
13876.0,4.1735,3.1132,0.0000
13877.0,4.1746,3.1135,0.0000
13878.0,4.1758,3.1139,0.0000
13879.0,4.1770,3.1143,0.0000
13880.0,4.1781,3.1146,0.0000
13881.0,4.1793,3.1150,0.0000
13882.0,4.1804,3.1154,0.0000
13883.0,4.1816,3.1157,0.0000
13884.0,4.1828,3.1161,0.0000
13885.0,4.1839,3.1165,0.0000
13886.0,4.1851,3.1168,0.0000
13887.0,4.1863,3.1172,0.0000
13888.0,4.1874,3.1176,0.0000
13889.0,4.1886,3.1180,0.0000
13890.0,4.1897,3.1183,0.0000
13891.0,4.1909,3.1187,0.0000
13892.0,4.1921,3.1191,0.0000
13893.0,4.1932,3.1194,0.0000
13894.0,4.1944,3.1198,0.0000
13895.0,4.1956,3.1202,0.0000
13896.0,4.1967,3.1206,0.0000
13897.0,4.1979,3.1209,0.0000
13898.0,4.1991,3.1213,0.0000
13899.0,4.2002,3.1217,0.0000
13900.0,4.2014,3.1221,0.0000
13901.0,4.2026,3.1224,0.0000
13902.0,4.2037,3.1228,0.0000
13903.0,4.2049,3.1232,0.0000
13904.0,4.2061,3.1236,0.0000
13905.0,4.2072,3.1239,0.0000
13906.0,4.2084,3.1243,0.0000
13907.0,4.2096,3.1247,0.0000
13908.0,4.2107,3.1251,0.0000
13909.0,4.2119,3.1254,0.0000
13910.0,4.2131,3.1258,0.0000
13911.0,4.2143,3.1262,0.0000
13912.0,4.2154,3.1266,0.0000
13913.0,4.2166,3.1269,0.0000
13914.0,4.2178,3.1273,0.0000
13915.0,4.2189,3.1277,0.0000
13916.0,4.2201,3.1281,0.0000
13917.0,4.2213,3.1285,0.0000
13918.0,4.2225,3.1288,0.0000
13919.0,4.2236,3.1292,0.0000
13920.0,4.2248,3.1296,0.0000
13921.0,4.2260,3.1300,0.0000
13922.0,4.2271,3.1304,0.0000
13923.0,4.2283,3.1307,0.0000
13924.0,4.2295,3.1311,0.0000
13925.0,4.2307,3.1315,0.0000
13926.0,4.2318,3.1319,0.0000
13927.0,4.2330,3.1323,0.0000
13928.0,4.2342,3.1326,0.0000
13929.0,4.2354,3.1330,0.0000
13930.0,4.2366,3.1334,0.0000
13931.0,4.2377,3.1338,0.0000
13932.0,4.2389,3.1342,0.0000
13933.0,4.2401,3.1345,0.0000
13934.0,4.2413,3.1349,0.0000
13935.0,4.2424,3.1353,0.0000
13936.0,4.2436,3.1357,0.0000
13937.0,4.2448,3.1361,0.0000
13938.0,4.2460,3.1365,0.0000
13939.0,4.2472,3.1368,0.0000
13940.0,4.2483,3.1372,0.0000
13941.0,4.2495,3.1376,0.0000
13942.0,4.2507,3.1380,0.0000
13943.0,4.2519,3.1384,0.0000
13944.0,4.2531,3.1388,0.0000
13945.0,4.2542,3.1391,0.0000
13946.0,4.2554,3.1395,0.0000
13947.0,4.2566,3.1399,0.0000
13948.0,4.2578,3.1403,0.0000
13949.0,4.2590,3.1407,0.0000
13950.0,4.2602,3.1411,0.0000
13951.0,4.2613,3.1415,0.0000
13952.0,4.2625,3.1418,0.0000
13953.0,4.2637,3.1422,0.0000
13954.0,4.2649,3.1426,0.0000
13955.0,4.2661,3.1430,0.0000
13956.0,4.2673,3.1434,0.0000
13957.0,4.2684,3.1438,0.0000
13958.0,4.2696,3.1442,0.0000
13959.0,4.2708,3.1446,0.0000
13960.0,4.2720,3.1449,0.0000
13961.0,4.2732,3.1453,0.0000
13962.0,4.2744,3.1457,0.0000
13963.0,4.2756,3.1461,0.0000
13964.0,4.2767,3.1465,0.0000
13965.0,4.2779,3.1469,0.0000
13966.0,4.2791,3.1473,0.0000
13967.0,4.2803,3.1477,0.0000
13968.0,4.2815,3.1481,0.0000
13969.0,4.2827,3.1485,0.0000
13970.0,4.2839,3.1488,0.0000
13971.0,4.2851,3.1492,0.0000
13972.0,4.2863,3.1496,0.0000
13973.0,4.2875,3.1500,0.0000
13974.0,4.2886,3.1504,0.0000
13975.0,4.2898,3.1508,0.0000
13976.0,4.2910,3.1512,0.0000
13977.0,4.2922,3.1516,0.0000
13978.0,4.2934,3.1520,0.0000
13979.0,4.2946,3.1524,0.0000
13980.0,4.2958,3.1528,0.0000
13981.0,4.2970,3.1532,0.0000
13982.0,4.2982,3.1536,0.0000
13983.0,4.2994,3.1540,0.0000
13984.0,4.3006,3.1543,0.0000
13985.0,4.3018,3.1547,0.0000
13986.0,4.3030,3.1551,0.0000
13987.0,4.3042,3.1555,0.0000
13988.0,4.3054,3.1559,0.0000
13989.0,4.3066,3.1563,0.0000
13990.0,4.3077,3.1567,0.0000
13991.0,4.3089,3.1571,0.0000
13992.0,4.3101,3.1575,0.0000
13993.0,4.3113,3.1579,0.0000
13994.0,4.3125,3.1583,0.0000
13995.0,4.3137,3.1587,0.0000
13996.0,4.3149,3.1591,0.0000
13997.0,4.3161,3.1595,0.0000
13998.0,4.3173,3.1599,0.0000
13999.0,4.3185,3.1603,0.0000
14000.0,4.3197,3.1607,0.0000
14001.0,4.3209,3.1611,0.0000
14002.0,4.3221,3.1615,0.0000
14003.0,4.3233,3.1619,0.0000
14004.0,4.3245,3.1623,0.0000
14005.0,4.3257,3.1627,0.0000
14006.0,4.3269,3.1631,0.0000
14007.0,4.3281,3.1635,0.0000
14008.0,4.3293,3.1639,0.0000
14009.0,4.3305,3.1643,0.0000
14010.0,4.3317,3.1647,0.0000
14011.0,4.3329,3.1651,0.0000
14012.0,4.3342,3.1655,0.0000
14013.0,4.3354,3.1659,0.0000
14014.0,4.3366,3.1663,0.0000
14015.0,4.3378,3.1667,0.0000
14016.0,4.3390,3.1671,0.0000
14017.0,4.3402,3.1675,0.0000
14018.0,4.3414,3.1679,0.0000
14019.0,4.3426,3.1683,0.0000
14020.0,4.3438,3.1687,0.0000
14021.0,4.3450,3.1691,0.0000
14022.0,4.3462,3.1695,0.0000
14023.0,4.3474,3.1699,0.0000
14024.0,4.3486,3.1703,0.0000
14025.0,4.3498,3.1707,0.0000
14026.0,4.3510,3.1711,0.0000
14027.0,4.3522,3.1715,0.0000
14028.0,4.3535,3.1719,0.0000
14029.0,4.3547,3.1723,0.0000
14030.0,4.3559,3.1728,0.0000
14031.0,4.3571,3.1732,0.0000
14032.0,4.3583,3.1736,0.0000
14033.0,4.3595,3.1740,0.0000
14034.0,4.3607,3.1744,0.0000
14035.0,4.3619,3.1748,0.0000
14036.0,4.3631,3.1752,0.0000
14037.0,4.3644,3.1756,0.0000
14038.0,4.3656,3.1760,0.0000
14039.0,4.3668,3.1764,0.0000
14040.0,4.3680,3.1768,0.0000
14041.0,4.3692,3.1772,0.0000
14042.0,4.3704,3.1776,0.0000
14043.0,4.3716,3.1780,0.0000
14044.0,4.3728,3.1785,0.0000
14045.0,4.3741,3.1789,0.0000
14046.0,4.3753,3.1793,0.0000
14047.0,4.3765,3.1797,0.0000
14048.0,4.3777,3.1801,0.0000
14049.0,4.3789,3.1805,0.0000
14050.0,4.3801,3.1809,0.0000
14051.0,4.3814,3.1813,0.0000
14052.0,4.3826,3.1817,0.0000
14053.0,4.3838,3.1821,0.0000
14054.0,4.3850,3.1826,0.0000
14055.0,4.3862,3.1830,0.0000
14056.0,4.3874,3.1834,0.0000
14057.0,4.3887,3.1838,0.0000
14058.0,4.3899,3.1842,0.0000
14059.0,4.3911,3.1846,0.0000
14060.0,4.3923,3.1850,0.0000
14061.0,4.3935,3.1854,0.0000
14062.0,4.3948,3.1859,0.0000
14063.0,4.3960,3.1863,0.0000
14064.0,4.3972,3.1867,0.0000
14065.0,4.3984,3.1871,0.0000
14066.0,4.3997,3.1875,0.0000
14067.0,4.4009,3.1879,0.0000
14068.0,4.4021,3.1883,0.0000
14069.0,4.4033,3.1888,0.0000
14070.0,4.4045,3.1892,0.0000
14071.0,4.4058,3.1896,0.0000
14072.0,4.4070,3.1900,0.0000
14073.0,4.4082,3.1904,0.0000
14074.0,4.4094,3.1908,0.0000
14075.0,4.4107,3.1913,0.0000
14076.0,4.4119,3.1917,0.0000
14077.0,4.4131,3.1921,0.0000
14078.0,4.4143,3.1925,0.0000
14079.0,4.4156,3.1929,0.0000
14080.0,4.4168,3.1933,0.0000
14081.0,4.4180,3.1938,0.0000
14082.0,4.4192,3.1942,0.0000
14083.0,4.4205,3.1946,0.0000
14084.0,4.4217,3.1950,0.0000
14085.0,4.4229,3.1954,0.0000
14086.0,4.4242,3.1959,0.0000
14087.0,4.4254,3.1963,0.0000
14088.0,4.4266,3.1967,0.0000
14089.0,4.4278,3.1971,0.0000
14090.0,4.4291,3.1975,0.0000
14091.0,4.4303,3.1980,0.0000
14092.0,4.4315,3.1984,0.0000
14093.0,4.4328,3.1988,0.0000
14094.0,4.4340,3.1992,0.0000
14095.0,4.4352,3.1996,0.0000
14096.0,4.4365,3.2001,0.0000
14097.0,4.4377,3.2005,0.0000
14098.0,4.4389,3.2009,0.0000
14099.0,4.4402,3.2013,0.0000
14100.0,4.4414,3.2018,0.0000
14101.0,4.4426,3.2022,0.0000
14102.0,4.4439,3.2026,0.0000
14103.0,4.4451,3.2030,0.0000
14104.0,4.4463,3.2035,0.0000
14105.0,4.4476,3.2039,0.0000
14106.0,4.4488,3.2043,0.0000
14107.0,4.4500,3.2047,0.0000
14108.0,4.4513,3.2051,0.0000
14109.0,4.4525,3.2056,0.0000
14110.0,4.4538,3.2060,0.0000
14111.0,4.4550,3.2064,0.0000
14112.0,4.4562,3.2069,0.0000
14113.0,4.4575,3.2073,0.0000
14114.0,4.4587,3.2077,0.0000
14115.0,4.4599,3.2081,0.0000
14116.0,4.4612,3.2086,0.0000
14117.0,4.4624,3.2090,0.0000
14118.0,4.4637,3.2094,0.0000
14119.0,4.4649,3.2098,0.0000
14120.0,4.4661,3.2103,0.0000
14121.0,4.4674,3.2107,0.0000
14122.0,4.4686,3.2111,0.0000
14123.0,4.4699,3.2116,0.0000
14124.0,4.4711,3.2120,0.0000
14125.0,4.4723,3.2124,0.0000
14126.0,4.4736,3.2128,0.0000
14127.0,4.4748,3.2133,0.0000
14128.0,4.4761,3.2137,0.0000
14129.0,4.4773,3.2141,0.0000
14130.0,4.4786,3.2146,0.0000
14131.0,4.4798,3.2150,0.0000
14132.0,4.4811,3.2154,0.0000
14133.0,4.4823,3.2158,0.0000
14134.0,4.4835,3.2163,0.0000
14135.0,4.4848,3.2167,0.0000
14136.0,4.4860,3.2171,0.0000
14137.0,4.4873,3.2176,0.0000
14138.0,4.4885,3.2180,0.0000
14139.0,4.4898,3.2184,0.0000
14140.0,4.4910,3.2189,0.0000
14141.0,4.4923,3.2193,0.0000
14142.0,4.4935,3.2197,0.0000
14143.0,4.4948,3.2202,0.0000
14144.0,4.4960,3.2206,0.0000
14145.0,4.4973,3.2210,0.0000
14146.0,4.4985,3.2215,0.0000
14147.0,4.4998,3.2219,0.0000
14148.0,4.5010,3.2223,0.0000
14149.0,4.5023,3.2228,0.0000
14150.0,4.5035,3.2232,0.0000
14151.0,4.5048,3.2237,0.0000
14152.0,4.5060,3.2241,0.0000
14153.0,4.5073,3.2245,0.0000
14154.0,4.5085,3.2250,0.0000
14155.0,4.5098,3.2254,0.0000
14156.0,4.5110,3.2258,0.0000
14157.0,4.5123,3.2263,0.0000
14158.0,4.5135,3.2267,0.0000
14159.0,4.5148,3.2271,0.0000
14160.0,4.5160,3.2276,0.0000
14161.0,4.5173,3.2280,0.0000
14162.0,4.5185,3.2285,0.0000
14163.0,4.5198,3.2289,0.0000
14164.0,4.5211,3.2293,0.0000
14165.0,4.5223,3.2298,0.0000
14166.0,4.5236,3.2302,0.0000
14167.0,4.5248,3.2307,0.0000
14168.0,4.5261,3.2311,0.0000
14169.0,4.5273,3.2315,0.0000
14170.0,4.5286,3.2320,0.0000
14171.0,4.5299,3.2324,0.0000
14172.0,4.5311,3.2329,0.0000
14173.0,4.5324,3.2333,0.0000
14174.0,4.5336,3.2337,0.0000
