Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL),Volume (mL),Temperature (K)
4527.0    ,1.6928      ,0.8971         ,507.6732       ,1757.8784 ,295.00    
4528.0    ,1.6933      ,0.8974         ,507.8334       ,1758.1562 ,295.00    
4529.0    ,1.6938      ,0.8977         ,507.9936       ,1758.4340 ,295.00    
4530.0    ,1.6944      ,0.8980         ,508.1538       ,1758.7118 ,295.00    
4531.0    ,1.6949      ,0.8983         ,508.3140       ,1758.9896 ,295.00    
4532.0    ,1.6954      ,0.8985         ,508.4743       ,1759.2674 ,295.00    
4533.0    ,1.6960      ,0.8988         ,508.6346       ,1759.5452 ,295.00    
4534.0    ,1.6965      ,0.8991         ,508.7949       ,1759.8230 ,295.00    
4535.0    ,1.6970      ,0.8994         ,508.9552       ,1760.1008 ,295.00    
4536.0    ,1.6976      ,0.8997         ,509.1156       ,1760.3786 ,295.00    
4537.0    ,1.6981      ,0.9000         ,509.2760       ,1760.6564 ,295.00    
4538.0    ,1.6986      ,0.9003         ,509.4364       ,1760.9342 ,295.00    
4539.0    ,1.6992      ,0.9005         ,509.5969       ,1761.2120 ,295.00    
4540.0    ,1.6997      ,0.9008         ,509.7573       ,1761.4898 ,295.00    
4541.0    ,1.7003      ,0.9011         ,509.9178       ,1761.7676 ,295.00    
4542.0    ,1.7008      ,0.9014         ,510.0783       ,1762.0454 ,295.00    
4543.0    ,1.7013      ,0.9017         ,510.2389       ,1762.3232 ,295.01    
4544.0    ,1.7019      ,0.9020         ,510.3994       ,1762.6010 ,295.01    
4545.0    ,1.7024      ,0.9023         ,510.5600       ,1762.8788 ,295.01    
4546.0    ,1.7029      ,0.9026         ,510.7206       ,1763.1566 ,295.01    
4547.0    ,1.7035      ,0.9028         ,510.8813       ,1763.4344 ,295.01    
4548.0    ,1.7040      ,0.9031         ,511.0420       ,1763.7122 ,295.01    
4549.0    ,1.7045      ,0.9034         ,511.2026       ,1763.9900 ,295.01    
4550.0    ,1.7051      ,0.9037         ,511.3634       ,1764.2678 ,295.01    
4551.0    ,1.7056      ,0.9040         ,511.5241       ,1764.5456 ,295.01    
4552.0    ,1.7062      ,0.9043         ,511.6849       ,1764.8234 ,295.01    
4553.0    ,1.7067      ,0.9046         ,511.8457       ,1765.1012 ,295.01    
4554.0    ,1.7072      ,0.9049         ,512.0065       ,1765.3790 ,295.01    
4555.0    ,1.7078      ,0.9051         ,512.1673       ,1765.6568 ,295.01    
4556.0    ,1.7083      ,0.9054         ,512.3282       ,1765.9346 ,295.01    
4557.0    ,1.7088      ,0.9057         ,512.4891       ,1766.2124 ,295.01    
4558.0    ,1.7094      ,0.9060         ,512.6500       ,1766.4902 ,295.01    
4559.0    ,1.7099      ,0.9063         ,512.8110       ,1766.7680 ,295.01    
4560.0    ,1.7105      ,0.9066         ,512.9719       ,1767.0458 ,295.01    
4561.0    ,1.7110      ,0.9069         ,513.1329       ,1767.3236 ,295.01    
4562.0    ,1.7115      ,0.9072         ,513.2939       ,1767.6014 ,295.01    
4563.0    ,1.7121      ,0.9074         ,513.4550       ,1767.8792 ,295.01    
4564.0    ,1.7126      ,0.9077         ,513.6161       ,1768.1570 ,295.01    
4565.0    ,1.7131      ,0.9080         ,513.7771       ,1768.4348 ,295.01    
4566.0    ,1.7137      ,0.9083         ,513.9383       ,1768.7126 ,295.01    
4567.0    ,1.7142      ,0.9086         ,514.0994       ,1768.9904 ,295.01    
4568.0    ,1.7148      ,0.9089         ,514.2606       ,1769.2682 ,295.01    
4569.0    ,1.7153      ,0.9092         ,514.4218       ,1769.5460 ,295.01    
4570.0    ,1.7158      ,0.9095         ,514.5830       ,1769.8238 ,295.01    
4571.0    ,1.7164      ,0.9097         ,514.7442       ,1770.1016 ,295.01    
4572.0    ,1.7169      ,0.9100         ,514.9055       ,1770.3794 ,295.01    
4573.0    ,1.7175      ,0.9103         ,515.0668       ,1770.6572 ,295.01    
4574.0    ,1.7180      ,0.9106         ,515.2281       ,1770.9350 ,295.02    
4575.0    ,1.7185      ,0.9109         ,515.3895       ,1771.2128 ,295.02    
4576.0    ,1.7191      ,0.9112         ,515.5508       ,1771.4906 ,295.02    
4577.0    ,1.7196      ,0.9115         ,515.7122       ,1771.7684 ,295.02    
4578.0    ,1.7201      ,0.9118         ,515.8737       ,1772.0462 ,295.02    
4579.0    ,1.7207      ,0.9121         ,516.0351       ,1772.3240 ,295.02    
4580.0    ,1.7212      ,0.9123         ,516.1966       ,1772.6018 ,295.02    
4581.0    ,1.7218      ,0.9126         ,516.3581       ,1772.8796 ,295.02    
4582.0    ,1.7223      ,0.9129         ,516.5196       ,1773.1574 ,295.02    
4583.0    ,1.7228      ,0.9132         ,516.6812       ,1773.4352 ,295.02    
4584.0    ,1.7234      ,0.9135         ,516.8427       ,1773.7130 ,295.02    
4585.0    ,1.7239      ,0.9138         ,517.0043       ,1773.9908 ,295.02    
4586.0    ,1.7245      ,0.9141         ,517.1659       ,1774.2686 ,295.02    
4587.0    ,1.7250      ,0.9144         ,517.3276       ,1774.5464 ,295.02    
4588.0    ,1.7255      ,0.9146         ,517.4893       ,1774.8242 ,295.02    
4589.0    ,1.7261      ,0.9149         ,517.6510       ,1775.1020 ,295.02    
4590.0    ,1.7266      ,0.9152         ,517.8127       ,1775.3798 ,295.02    
4591.0    ,1.7272      ,0.9155         ,517.9744       ,1775.6576 ,295.02    
4592.0    ,1.7277      ,0.9158         ,518.1362       ,1775.9354 ,295.02    
4593.0    ,1.7282      ,0.9161         ,518.2980       ,1776.2132 ,295.02    
4594.0    ,1.7288      ,0.9164         ,518.4598       ,1776.4910 ,295.02    
4595.0    ,1.7293      ,0.9167         ,518.6217       ,1776.7688 ,295.02    
4596.0    ,1.7299      ,0.9170         ,518.7836       ,1777.0466 ,295.03    
4597.0    ,1.7304      ,0.9173         ,518.9455       ,1777.3244 ,295.03    
4598.0    ,1.7310      ,0.9175         ,519.1074       ,1777.6022 ,295.03    
4599.0    ,1.7315      ,0.9178         ,519.2693       ,1777.8800 ,295.03    
4600.0    ,1.7320      ,0.9181         ,519.4313       ,1778.1578 ,295.03    
4601.0    ,1.7326      ,0.9184         ,519.5933       ,1778.4356 ,295.03    
4602.0    ,1.7331      ,0.9187         ,519.7553       ,1778.7134 ,295.03    
4603.0    ,1.7337      ,0.9190         ,519.9174       ,1778.9912 ,295.03    
4604.0    ,1.7342      ,0.9193         ,520.0795       ,1779.2690 ,295.03    
4605.0    ,1.7347      ,0.9196         ,520.2416       ,1779.5468 ,295.03    
4606.0    ,1.7353      ,0.9199         ,520.4037       ,1779.8246 ,295.03    
4607.0    ,1.7358      ,0.9201         ,520.5658       ,1780.1024 ,295.03    
4608.0    ,1.7364      ,0.9204         ,520.7280       ,1780.3802 ,295.03    
4609.0    ,1.7369      ,0.9207         ,520.8902       ,1780.6580 ,295.03    
4610.0    ,1.7375      ,0.9210         ,521.0524       ,1780.9358 ,295.03    
4611.0    ,1.7380      ,0.9213         ,521.2147       ,1781.2136 ,295.03    
4612.0    ,1.7385      ,0.9216         ,521.3770       ,1781.4914 ,295.03    
4613.0    ,1.7391      ,0.9219         ,521.5393       ,1781.7692 ,295.03    
4614.0    ,1.7396      ,0.9222         ,521.7016       ,1782.0470 ,295.04    
4615.0    ,1.7402      ,0.9225         ,521.8640       ,1782.3248 ,295.04    
4616.0    ,1.7407      ,0.9228         ,522.0263       ,1782.6026 ,295.04    
4617.0    ,1.7412      ,0.9230         ,522.1887       ,1782.8804 ,295.04    
4618.0    ,1.7418      ,0.9233         ,522.3512       ,1783.1582 ,295.04    
4619.0    ,1.7423      ,0.9236         ,522.5136       ,1783.4360 ,295.04    
4620.0    ,1.7429      ,0.9239         ,522.6761       ,1783.7138 ,295.04    
4621.0    ,1.7434      ,0.9242         ,522.8386       ,1783.9916 ,295.04    
4622.0    ,1.7440      ,0.9245         ,523.0011       ,1784.2694 ,295.04    
4623.0    ,1.7445      ,0.9248         ,523.1637       ,1784.5472 ,295.04    
4624.0    ,1.7450      ,0.9251         ,523.3263       ,1784.8250 ,295.04    
4625.0    ,1.7456      ,0.9254         ,523.4889       ,1785.1028 ,295.04    
4626.0    ,1.7461      ,0.9257         ,523.6515       ,1785.3806 ,295.04    
4627.0    ,1.7467      ,0.9259         ,523.8142       ,1785.6584 ,295.04    
4628.0    ,1.7472      ,0.9262         ,523.9768       ,1785.9362 ,295.04    
4629.0    ,1.7478      ,0.9265         ,524.1395       ,1786.2140 ,295.05    
4630.0    ,1.7483      ,0.9268         ,524.3023       ,1786.4918 ,295.05    
4631.0    ,1.7489      ,0.9271         ,524.4650       ,1786.7696 ,295.05    
4632.0    ,1.7494      ,0.9274         ,524.6278       ,1787.0474 ,295.05    
4633.0    ,1.7499      ,0.9277         ,524.7906       ,1787.3252 ,295.05    
4634.0    ,1.7505      ,0.9280         ,524.9534       ,1787.6030 ,295.05    
4635.0    ,1.7510      ,0.9283         ,525.1163       ,1787.8808 ,295.05    
4636.0    ,1.7516      ,0.9286         ,525.2792       ,1788.1586 ,295.05    
4637.0    ,1.7521      ,0.9289         ,525.4421       ,1788.4364 ,295.05    
4638.0    ,1.7527      ,0.9291         ,525.6050       ,1788.7142 ,295.05    
4639.0    ,1.7532      ,0.9294         ,525.7680       ,1788.9920 ,295.05    
4640.0    ,1.7537      ,0.9297         ,525.9309       ,1789.2698 ,295.05    
4641.0    ,1.7543      ,0.9300         ,526.0940       ,1789.5476 ,295.05    
4642.0    ,1.7548      ,0.9303         ,526.2570       ,1789.8254 ,295.06    
4643.0    ,1.7554      ,0.9306         ,526.4200       ,1790.1032 ,295.06    
4644.0    ,1.7559      ,0.9309         ,526.5831       ,1790.3810 ,295.06    
4645.0    ,1.7565      ,0.9312         ,526.7462       ,1790.6588 ,295.06    
4646.0    ,1.7570      ,0.9315         ,526.9094       ,1790.9366 ,295.06    
4647.0    ,1.7576      ,0.9318         ,527.0725       ,1791.2144 ,295.06    
4648.0    ,1.7581      ,0.9321         ,527.2357       ,1791.4922 ,295.06    
4649.0    ,1.7587      ,0.9324         ,527.3989       ,1791.7700 ,295.06    
4650.0    ,1.7592      ,0.9326         ,527.5621       ,1792.0478 ,295.06    
4651.0    ,1.7597      ,0.9329         ,527.7254       ,1792.3256 ,295.06    
4652.0    ,1.7603      ,0.9332         ,527.8887       ,1792.6034 ,295.06    
4653.0    ,1.7608      ,0.9335         ,528.0520       ,1792.8812 ,295.06    
4654.0    ,1.7614      ,0.9338         ,528.2153       ,1793.1590 ,295.06    
4655.0    ,1.7619      ,0.9341         ,528.3787       ,1793.4368 ,295.07    
4656.0    ,1.7625      ,0.9344         ,528.5421       ,1793.7146 ,295.07    
4657.0    ,1.7630      ,0.9347         ,528.7055       ,1793.9924 ,295.07    
4658.0    ,1.7636      ,0.9350         ,528.8689       ,1794.2702 ,295.07    
4659.0    ,1.7641      ,0.9353         ,529.0324       ,1794.5480 ,295.07    
4660.0    ,1.7647      ,0.9356         ,529.1959       ,1794.8258 ,295.07    
4661.0    ,1.7652      ,0.9359         ,529.3594       ,1795.1036 ,295.07    
4662.0    ,1.7657      ,0.9361         ,529.5229       ,1795.3814 ,295.07    
4663.0    ,1.7663      ,0.9364         ,529.6865       ,1795.6592 ,295.07    
4664.0    ,1.7668      ,0.9367         ,529.8500       ,1795.9370 ,295.07    
4665.0    ,1.7674      ,0.9370         ,530.0137       ,1796.2148 ,295.07    
4666.0    ,1.7679      ,0.9373         ,530.1773       ,1796.4926 ,295.08    
4667.0    ,1.7685      ,0.9376         ,530.3409       ,1796.7704 ,295.08    
4668.0    ,1.7690      ,0.9379         ,530.5046       ,1797.0482 ,295.08    
4669.0    ,1.7696      ,0.9382         ,530.6683       ,1797.3260 ,295.08    
4670.0    ,1.7701      ,0.9385         ,530.8321       ,1797.6038 ,295.08    
4671.0    ,1.7707      ,0.9388         ,530.9958       ,1797.8816 ,295.08    
4672.0    ,1.7712      ,0.9391         ,531.1596       ,1798.1594 ,295.08    
4673.0    ,1.7718      ,0.9394         ,531.3234       ,1798.4372 ,295.08    
4674.0    ,1.7723      ,0.9397         ,531.4873       ,1798.7150 ,295.08    
4675.0    ,1.7729      ,0.9400         ,531.6511       ,1798.9928 ,295.08    
4676.0    ,1.7734      ,0.9402         ,531.8150       ,1799.2706 ,295.08    
4677.0    ,1.7740      ,0.9405         ,531.9789       ,1799.5484 ,295.09    
4678.0    ,1.7745      ,0.9408         ,532.1429       ,1799.8262 ,295.09    
4679.0    ,1.7750      ,0.9411         ,532.3068       ,1800.1040 ,295.09    
4680.0    ,1.7756      ,0.9414         ,532.4708       ,1800.3818 ,295.09    
4681.0    ,1.7761      ,0.9417         ,532.6348       ,1800.6596 ,295.09    
4682.0    ,1.7767      ,0.9420         ,532.7989       ,1800.9374 ,295.09    
4683.0    ,1.7772      ,0.9423         ,532.9629       ,1801.2152 ,295.09    
4684.0    ,1.7778      ,0.9426         ,533.1270       ,1801.4930 ,295.09    
4685.0    ,1.7783      ,0.9429         ,533.2911       ,1801.7708 ,295.09    
4686.0    ,1.7789      ,0.9432         ,533.4553       ,1802.0486 ,295.09    
4687.0    ,1.7794      ,0.9435         ,533.6194       ,1802.3264 ,295.10    
4688.0    ,1.7800      ,0.9438         ,533.7836       ,1802.6042 ,295.10    
4689.0    ,1.7805      ,0.9441         ,533.9478       ,1802.8820 ,295.10    
4690.0    ,1.7811      ,0.9443         ,534.1121       ,1803.1598 ,295.10    
4691.0    ,1.7816      ,0.9446         ,534.2763       ,1803.4376 ,295.10    
4692.0    ,1.7822      ,0.9449         ,534.4406       ,1803.7154 ,295.10    
4693.0    ,1.7827      ,0.9452         ,534.6049       ,1803.9932 ,295.10    
4694.0    ,1.7833      ,0.9455         ,534.7693       ,1804.2710 ,295.10    
4695.0    ,1.7838      ,0.9458         ,534.9336       ,1804.5488 ,295.10    
4696.0    ,1.7844      ,0.9461         ,535.0980       ,1804.8266 ,295.10    
4697.0    ,1.7849      ,0.9464         ,535.2624       ,1805.1044 ,295.11    
4698.0    ,1.7855      ,0.9467         ,535.4269       ,1805.3822 ,295.11    
4699.0    ,1.7860      ,0.9470         ,535.5914       ,1805.6600 ,295.11    
4700.0    ,1.7866      ,0.9473         ,535.7558       ,1805.9378 ,295.11    
4701.0    ,1.7871      ,0.9476         ,535.9204       ,1806.2156 ,295.11    
4702.0    ,1.7877      ,0.9479         ,536.0849       ,1806.4934 ,295.11    
4703.0    ,1.7882      ,0.9482         ,536.2495       ,1806.7712 ,295.11    
4704.0    ,1.7888      ,0.9485         ,536.4141       ,1807.0490 ,295.11    
4705.0    ,1.7893      ,0.9488         ,536.5787       ,1807.3268 ,295.11    
4706.0    ,1.7899      ,0.9490         ,536.7433       ,1807.6046 ,295.12    
4707.0    ,1.7904      ,0.9493         ,536.9080       ,1807.8824 ,295.12    
4708.0    ,1.7910      ,0.9496         ,537.0727       ,1808.1602 ,295.12    
4709.0    ,1.7915      ,0.9499         ,537.2374       ,1808.4380 ,295.12    
4710.0    ,1.7921      ,0.9502         ,537.4021       ,1808.7158 ,295.12    
4711.0    ,1.7926      ,0.9505         ,537.5669       ,1808.9936 ,295.12    
4712.0    ,1.7932      ,0.9508         ,537.7317       ,1809.2714 ,295.12    
4713.0    ,1.7937      ,0.9511         ,537.8965       ,1809.5492 ,295.12    
4714.0    ,1.7943      ,0.9514         ,538.0613       ,1809.8270 ,295.13    
4715.0    ,1.7948      ,0.9517         ,538.2262       ,1810.1048 ,295.13    
4716.0    ,1.7954      ,0.9520         ,538.3911       ,1810.3826 ,295.13    
4717.0    ,1.7959      ,0.9523         ,538.5560       ,1810.6604 ,295.13    
4718.0    ,1.7965      ,0.9526         ,538.7210       ,1810.9382 ,295.13    
4719.0    ,1.7970      ,0.9529         ,538.8859       ,1811.2160 ,295.13    
4720.0    ,1.7976      ,0.9532         ,539.0509       ,1811.4938 ,295.13    
4721.0    ,1.7981      ,0.9535         ,539.2159       ,1811.7716 ,295.13    
4722.0    ,1.7987      ,0.9538         ,539.3810       ,1812.0494 ,295.13    
4723.0    ,1.7992      ,0.9541         ,539.5460       ,1812.3272 ,295.14    
4724.0    ,1.7998      ,0.9543         ,539.7111       ,1812.6050 ,295.14    
4725.0    ,1.8003      ,0.9546         ,539.8763       ,1812.8828 ,295.14    
4726.0    ,1.8009      ,0.9549         ,540.0414       ,1813.1606 ,295.14    
4727.0    ,1.8014      ,0.9552         ,540.2066       ,1813.4384 ,295.14    
4728.0    ,1.8020      ,0.9555         ,540.3718       ,1813.7162 ,295.14    
4729.0    ,1.8025      ,0.9558         ,540.5370       ,1813.9940 ,295.14    
4730.0    ,1.8031      ,0.9561         ,540.7022       ,1814.2718 ,295.14    
4731.0    ,1.8037      ,0.9564         ,540.8675       ,1814.5496 ,295.15    
4732.0    ,1.8042      ,0.9567         ,541.0328       ,1814.8274 ,295.15    
4733.0    ,1.8048      ,0.9570         ,541.1981       ,1815.1052 ,295.15    
4734.0    ,1.8053      ,0.9573         ,541.3635       ,1815.3830 ,295.15    
4735.0    ,1.8059      ,0.9576         ,541.5288       ,1815.6608 ,295.15    
4736.0    ,1.8064      ,0.9579         ,541.6942       ,1815.9386 ,295.15    
4737.0    ,1.8070      ,0.9582         ,541.8596       ,1816.2164 ,295.15    
4738.0    ,1.8075      ,0.9585         ,542.0251       ,1816.4942 ,295.15    
4739.0    ,1.8081      ,0.9588         ,542.1906       ,1816.7720 ,295.16    
4740.0    ,1.8086      ,0.9591         ,542.3560       ,1817.0498 ,295.16    
4741.0    ,1.8092      ,0.9594         ,542.5216       ,1817.3276 ,295.16    
4742.0    ,1.8097      ,0.9597         ,542.6871       ,1817.6054 ,295.16    
4743.0    ,1.8103      ,0.9600         ,542.8527       ,1817.8832 ,295.16    
4744.0    ,1.8108      ,0.9603         ,543.0183       ,1818.1610 ,295.16    
4745.0    ,1.8114      ,0.9606         ,543.1839       ,1818.4388 ,295.16    
4746.0    ,1.8119      ,0.9608         ,543.3495       ,1818.7166 ,295.16    
4747.0    ,1.8125      ,0.9611         ,543.5152       ,1818.9944 ,295.17    
4748.0    ,1.8131      ,0.9614         ,543.6809       ,1819.2722 ,295.17    
4749.0    ,1.8136      ,0.9617         ,543.8466       ,1819.5500 ,295.17    
4750.0    ,1.8142      ,0.9620         ,544.0124       ,1819.8278 ,295.17    
4751.0    ,1.8147      ,0.9623         ,544.1782       ,1820.1056 ,295.17    
4752.0    ,1.8153      ,0.9626         ,544.3440       ,1820.3834 ,295.17    
4753.0    ,1.8158      ,0.9629         ,544.5098       ,1820.6612 ,295.17    
4754.0    ,1.8164      ,0.9632         ,544.6756       ,1820.9390 ,295.18    
4755.0    ,1.8169      ,0.9635         ,544.8415       ,1821.2168 ,295.18    
4756.0    ,1.8175      ,0.9638         ,545.0074       ,1821.4946 ,295.18    
4757.0    ,1.8180      ,0.9641         ,545.1733       ,1821.7724 ,295.18    
4758.0    ,1.8186      ,0.9644         ,545.3393       ,1822.0502 ,295.18    
4759.0    ,1.8191      ,0.9647         ,545.5052       ,1822.3280 ,295.18    
4760.0    ,1.8197      ,0.9650         ,545.6712       ,1822.6058 ,295.18    
4761.0    ,1.8203      ,0.9653         ,545.8373       ,1822.8836 ,295.19    
4762.0    ,1.8208      ,0.9656         ,546.0033       ,1823.1614 ,295.19    
4763.0    ,1.8214      ,0.9659         ,546.1694       ,1823.4392 ,295.19    
4764.0    ,1.8219      ,0.9662         ,546.3355       ,1823.7170 ,295.19    
4765.0    ,1.8225      ,0.9665         ,546.5016       ,1823.9948 ,295.19    
4766.0    ,1.8230      ,0.9668         ,546.6677       ,1824.2726 ,295.19    
4767.0    ,1.8236      ,0.9671         ,546.8339       ,1824.5504 ,295.19    
4768.0    ,1.8241      ,0.9674         ,547.0001       ,1824.8282 ,295.20    
4769.0    ,1.8247      ,0.9677         ,547.1663       ,1825.1060 ,295.20    
4770.0    ,1.8253      ,0.9680         ,547.3326       ,1825.3838 ,295.20    
4771.0    ,1.8258      ,0.9683         ,547.4989       ,1825.6616 ,295.20    
4772.0    ,1.8264      ,0.9686         ,547.6652       ,1825.9394 ,295.20    
4773.0    ,1.8269      ,0.9689         ,547.8315       ,1826.2172 ,295.20    
4774.0    ,1.8275      ,0.9692         ,547.9978       ,1826.4950 ,295.20    
4775.0    ,1.8280      ,0.9694         ,548.1642       ,1826.7728 ,295.21    
4776.0    ,1.8286      ,0.9697         ,548.3306       ,1827.0506 ,295.21    
4777.0    ,1.8291      ,0.9700         ,548.4970       ,1827.3284 ,295.21    
4778.0    ,1.8297      ,0.9703         ,548.6635       ,1827.6062 ,295.21    
4779.0    ,1.8303      ,0.9706         ,548.8300       ,1827.8840 ,295.21    
4780.0    ,1.8308      ,0.9709         ,548.9965       ,1828.1618 ,295.21    
4781.0    ,1.8314      ,0.9712         ,549.1630       ,1828.4396 ,295.21    
4782.0    ,1.8319      ,0.9715         ,549.3295       ,1828.7174 ,295.22    
4783.0    ,1.8325      ,0.9718         ,549.4961       ,1828.9952 ,295.22    
4784.0    ,1.8330      ,0.9721         ,549.6627       ,1829.2730 ,295.22    
4785.0    ,1.8336      ,0.9724         ,549.8293       ,1829.5508 ,295.22    
4786.0    ,1.8342      ,0.9727         ,549.9960       ,1829.8286 ,295.22    
4787.0    ,1.8347      ,0.9730         ,550.1627       ,1830.1064 ,295.22    
4788.0    ,1.8353      ,0.9733         ,550.3294       ,1830.3842 ,295.23    
4789.0    ,1.8358      ,0.9736         ,550.4961       ,1830.6620 ,295.23    
4790.0    ,1.8364      ,0.9739         ,550.6629       ,1830.9398 ,295.23    
4791.0    ,1.8369      ,0.9742         ,550.8296       ,1831.2176 ,295.23    
4792.0    ,1.8375      ,0.9745         ,550.9964       ,1831.4954 ,295.23    
4793.0    ,1.8381      ,0.9748         ,551.1633       ,1831.7732 ,295.23    
4794.0    ,1.8386      ,0.9751         ,551.3301       ,1832.0510 ,295.24    
4795.0    ,1.8392      ,0.9754         ,551.4970       ,1832.3288 ,295.24    
4796.0    ,1.8397      ,0.9757         ,551.6639       ,1832.6066 ,295.24    
4797.0    ,1.8403      ,0.9760         ,551.8308       ,1832.8844 ,295.24    
4798.0    ,1.8408      ,0.9763         ,551.9978       ,1833.1622 ,295.24    
4799.0    ,1.8414      ,0.9766         ,552.1647       ,1833.4400 ,295.24    
4800.0    ,1.8420      ,0.9769         ,552.3318       ,1833.7178 ,295.24    
4801.0    ,1.8425      ,0.9772         ,552.4988       ,1833.9956 ,295.25    
4802.0    ,1.8431      ,0.9775         ,552.6658       ,1834.2734 ,295.25    
4803.0    ,1.8436      ,0.9778         ,552.8329       ,1834.5512 ,295.25    
4804.0    ,1.8442      ,0.9781         ,553.0000       ,1834.8290 ,295.25    
4805.0    ,1.8447      ,0.9784         ,553.1671       ,1835.1068 ,295.25    
4806.0    ,1.8453      ,0.9787         ,553.3343       ,1835.3846 ,295.25    
4807.0    ,1.8459      ,0.9790         ,553.5015       ,1835.6624 ,295.26    
4808.0    ,1.8464      ,0.9793         ,553.6687       ,1835.9402 ,295.26    
4809.0    ,1.8470      ,0.9796         ,553.8359       ,1836.2180 ,295.26    
4810.0    ,1.8475      ,0.9799         ,554.0032       ,1836.4958 ,295.26    
4811.0    ,1.8481      ,0.9802         ,554.1704       ,1836.7736 ,295.26    
4812.0    ,1.8487      ,0.9805         ,554.3377       ,1837.0514 ,295.26    
4813.0    ,1.8492      ,0.9808         ,554.5051       ,1837.3292 ,295.27    
4814.0    ,1.8498      ,0.9811         ,554.6724       ,1837.6070 ,295.27    
4815.0    ,1.8503      ,0.9814         ,554.8398       ,1837.8848 ,295.27    
4816.0    ,1.8509      ,0.9817         ,555.0072       ,1838.1626 ,295.27    
4817.0    ,1.8515      ,0.9820         ,555.1746       ,1838.4404 ,295.27    
4818.0    ,1.8520      ,0.9823         ,555.3421       ,1838.7182 ,295.27    
4819.0    ,1.8526      ,0.9826         ,555.5096       ,1838.9960 ,295.28    
4820.0    ,1.8531      ,0.9829         ,555.6771       ,1839.2738 ,295.28    
4821.0    ,1.8537      ,0.9832         ,555.8446       ,1839.5516 ,295.28    
4822.0    ,1.8543      ,0.9835         ,556.0122       ,1839.8294 ,295.28    
4823.0    ,1.8548      ,0.9838         ,556.1798       ,1840.1072 ,295.28    
4824.0    ,1.8554      ,0.9841         ,556.3474       ,1840.3850 ,295.29    
4825.0    ,1.8559      ,0.9844         ,556.5150       ,1840.6628 ,295.29    
4826.0    ,1.8565      ,0.9847         ,556.6826       ,1840.9406 ,295.29    
4827.0    ,1.8571      ,0.9850         ,556.8503       ,1841.2184 ,295.29    
4828.0    ,1.8576      ,0.9853         ,557.0180       ,1841.4962 ,295.29    
4829.0    ,1.8582      ,0.9856         ,557.1858       ,1841.7740 ,295.29    
4830.0    ,1.8587      ,0.9859         ,557.3535       ,1842.0518 ,295.30    
4831.0    ,1.8593      ,0.9862         ,557.5213       ,1842.3296 ,295.30    
4832.0    ,1.8599      ,0.9865         ,557.6891       ,1842.6074 ,295.30    
4833.0    ,1.8604      ,0.9868         ,557.8569       ,1842.8852 ,295.30    
4834.0    ,1.8610      ,0.9871         ,558.0248       ,1843.1630 ,295.30    
4835.0    ,1.8615      ,0.9874         ,558.1927       ,1843.4408 ,295.30    
4836.0    ,1.8621      ,0.9877         ,558.3606       ,1843.7186 ,295.31    
4837.0    ,1.8627      ,0.9880         ,558.5285       ,1843.9964 ,295.31    
4838.0    ,1.8632      ,0.9883         ,558.6965       ,1844.2742 ,295.31    
4839.0    ,1.8638      ,0.9886         ,558.8645       ,1844.5520 ,295.31    
4840.0    ,1.8643      ,0.9889         ,559.0325       ,1844.8298 ,295.31    
4841.0    ,1.8649      ,0.9892         ,559.2005       ,1845.1076 ,295.32    
4842.0    ,1.8655      ,0.9895         ,559.3686       ,1845.3854 ,295.32    
4843.0    ,1.8660      ,0.9898         ,559.5366       ,1845.6632 ,295.32    
4844.0    ,1.8666      ,0.9901         ,559.7047       ,1845.9410 ,295.32    
4845.0    ,1.8672      ,0.9904         ,559.8729       ,1846.2188 ,295.32    
4846.0    ,1.8677      ,0.9907         ,560.0410       ,1846.4966 ,295.32    
4847.0    ,1.8683      ,0.9910         ,560.2092       ,1846.7744 ,295.33    
4848.0    ,1.8688      ,0.9913         ,560.3774       ,1847.0522 ,295.33    
4849.0    ,1.8694      ,0.9916         ,560.5457       ,1847.3300 ,295.33    
4850.0    ,1.8700      ,0.9919         ,560.7139       ,1847.6078 ,295.33    
4851.0    ,1.8705      ,0.9922         ,560.8822       ,1847.8856 ,295.33    
4852.0    ,1.8711      ,0.9925         ,561.0505       ,1848.1634 ,295.34    
4853.0    ,1.8717      ,0.9928         ,561.2188       ,1848.4412 ,295.34    
4854.0    ,1.8722      ,0.9931         ,561.3872       ,1848.7190 ,295.34    
4855.0    ,1.8728      ,0.9934         ,561.5556       ,1848.9968 ,295.34    
4856.0    ,1.8733      ,0.9937         ,561.7240       ,1849.2746 ,295.34    
4857.0    ,1.8739      ,0.9940         ,561.8924       ,1849.5524 ,295.35    
4858.0    ,1.8745      ,0.9943         ,562.0609       ,1849.8302 ,295.35    
4859.0    ,1.8750      ,0.9946         ,562.2294       ,1850.1080 ,295.35    
4860.0    ,1.8756      ,0.9949         ,562.3979       ,1850.3858 ,295.35    
4861.0    ,1.8762      ,0.9952         ,562.5664       ,1850.6636 ,295.35    
4862.0    ,1.8767      ,0.9955         ,562.7350       ,1850.9414 ,295.35    
4863.0    ,1.8773      ,0.9958         ,562.9036       ,1851.2192 ,295.36    
4864.0    ,1.8778      ,0.9961         ,563.0722       ,1851.4970 ,295.36    
4865.0    ,1.8784      ,0.9964         ,563.2408       ,1851.7748 ,295.36    
4866.0    ,1.8790      ,0.9967         ,563.4095       ,1852.0526 ,295.36    
